time,uname,comment,star,title,support,sentiment_score
"
                    2013-02-17 22:40:26
                ",安吉里,回味无穷，十足励志。推荐给带团队的管理者看。,4,推荐,0,0.9855111508902948
"
                    2013-01-18 21:41:12
                ",latte,不完美才显得真实，很棒的一部励志片,4,推荐,0,0.976116308015314
"
                    2009-01-19 06:55:38
                ",thinkcear,"管他别人怎么说,我喜欢这个",5,力荐,0,0.5743256011671931
"
                    2013-02-23 16:59:18
                ",ce?!?!?ce,热血青春 黑人神马的 类似题材看了那么多还是觉得很感动啊我去 丧失青春理想的人想满血复活好有难度,4,推荐,0,0.9999998239036215
"
                    2010-11-02 16:59:26
                ",谢家宝树,前一个小时一刻钟我以为是单纯的励志荷尔蒙片 后一小时让我给这部片子打了五颗星,5,力荐,0,0.8345431103047007
"
                    2012-07-04 13:01:02
                ",弥西,燃！,5,力荐,0,0.6666666666666666
"
                    2008-09-29 12:10:23
                ",绿腰,入职培训时给看的电影,4,推荐,0,0.6331582013239697
"
                    2010-04-02 20:25:08
                ",Stella,真实故事改编，虽然没有什么名气，但确实很好的励志片。,4,推荐,0,0.9668022272705042
"
                    2021-08-13 17:51:11
                ",陈晏慈,永不放弃才是进步,4,推荐,1,0.7176439249413407
"
                    2010-06-18 18:11:39
                ",小喆,相当励志的体育电影，不一样的教练，不一样的收获。,4,推荐,0,0.8497982476477273
"
                    2021-03-12 18:08:10
                ",落落的风,我们赢来了原本不属于自己的未来,4,推荐,1,0.8782456251769516
"
                    2009-09-13 20:28:21
                ",plain,一个铁血教练的故事，我喜欢的篮球电影之二,5,力荐,0,0.9946562334560368
"
                    2011-11-19 23:13:11
                ",片片,其实更像一部教育片，堂哥被杀那段神来之笔，挺热血的~,5,力荐,0,0.9996801010181039
"
                    2010-11-16 12:14:59
                ",Amos,励志电影，还行吧,4,推荐,0,0.8856911899596789
"
                    2009-12-29 17:15:18
                ",技安,这个剧情真的很老套,4,推荐,0,0.8928691421445133
"
                    2010-08-11 23:17:17
                ",sorry4daera,不错,3,还行,0,0.8612132352941176
"
                    2009-03-06 19:53:01
                ",王帝心仙人,励志型的,4,推荐,0,0.5181554174258042
"
                    2015-12-05 22:03:26
                ",Tom,跟其他体育励志片不一样的一点是，《卡特教练》不仅仅只是专注于比赛的成败，更引人思考的是如何让球场上的成功和学业、未来的成功三者兼得。好的运动员绝不只是在一个方面的佼佼者而已。,4,推荐,0,0.9999913636129624
